x,y,z
-5.882572308,-5.218651104,1.763094942
-6.218404277,-5.475639953,2.532529981
-6.001683621,-5.702687175,2.432856784
-5.920020003,-6.06703258,2.400120495
-5.885681192,-5.186125562,2.069693271
-5.921976761,-5.221229086,1.770095745
-6.23661379,-5.457796047,2.533114585
-5.997527135,-5.663826488,2.424116599
-5.910294609,-6.020004772,2.388678312
-5.95998416,-5.222327877,1.776658931
-6.280027553,-5.461857494,2.543929966
-6.016974122,-5.647369492,2.424962507
-5.91183116,-5.98473101,2.381867644
-6.335321681,-5.513638811,2.215870323
-5.998789868,-5.223883431,1.783440868
-6.140475145,-5.30748544,2.480791958
-6.037779181,-5.632155578,2.426372274
-5.936946833,-5.973390194,2.384592052
-6.434114929,-5.565019854,2.244442407
-6.333368482,-5.907886466,2.191273746
-6.030282888,-5.218864779,1.788035077
-6.050808484,-5.609691334,2.424680458
-5.961368706,-5.961271193,2.387043715
-6.286058056,-5.827790292,2.168708618
-6.055882763,-5.208610886,1.79087917
-6.055290048,-5.579399294,2.419605717
-5.963250498,-5.926675524,2.380505559
-6.306046576,-5.810448717,2.169444614
-6.079993563,-5.196981263,1.793285649
-6.06436385,-5.144950771,2.430807978
-6.111295338,-5.596433308,2.435112225
-5.923220219,-5.850878269,2.357348915
-6.068596551,-5.152003426,2.100306217
-6.303824067,-5.772741887,2.162576966
-6.086984582,-5.170723162,1.790660421
-6.069884189,-5.11769128,2.426715527
-6.1596565,-5.60607249,2.44751762
-5.937709607,-5.829308365,2.355986594
-6.318637102,-5.750764926,2.161595874
-6.178961633,-5.589079326,2.448363529
-5.95349982,-5.809048333,2.355169295
-5.844753743,-6.14669922,2.314347013
-6.137881711,-5.146353596,2.113316719
-6.340564127,-5.735254324,2.163067394
-6.058546667,-5.044858156,2.409761819
-6.193939045,-5.568171759,2.44751762
-5.925015247,-5.745876765,2.336916445
-5.878923543,-6.144772135,2.320401416
-5.838319384,-5.248480277,1.986225184
-5.980677972,-4.986384379,1.745811859
-5.766794702,-5.181816212,1.65712028
-6.323026543,-5.232320565,2.508561045
-6.216716615,-5.554256957,2.449773062
-5.944001262,-5.72900751,2.337461233
-6.172322365,-5.111062309,2.11433715
-5.846441621,-5.223438582,1.983527237
-6.089869418,-5.045832252,1.773158589
-5.845393334,-5.220117668,1.675096087
-6.107517147,-5.060993856,1.171709041
-6.043764521,-5.008165545,0.868215781
-6.085544385,-5.038309562,0.582812951
-6.094064353,-5.042137106,0.294038367
-6.242336668,-5.542802586,2.453156458
-5.946263668,-5.69610126,2.331467864
-6.047397956,-6.243714135,2.371731746
-5.870413517,-5.212557952,1.986225183
-5.887710934,-5.225528295,1.682620933
-6.262908981,-5.526799135,2.454566224
-5.946986399,-5.661908958,2.324929474
-5.972261395,-6.128403839,2.334879147
-5.903096342,-5.209276632,1.991866406
-5.926449478,-5.227494206,1.689100554
-6.328885786,-5.550576722,2.473737943
-5.977607801,-5.656201943,2.330105777
-5.907957613,-6.025324441,2.302501427
-5.941644818,-5.210957706,1.999470048
-5.97113855,-5.234428249,1.697252443
-6.329973231,-5.51726539,2.467535247
-5.994231684,-5.637177318,2.329833266
-5.977335683,-5.209903113,2.006092363
-6.326147018,-5.94038108,2.106332419
-6.005602885,-5.232143558,1.702477864
-6.29973254,-5.456987428,2.449209201
-6.024853632,-5.631243759,2.335009335
-6.109969865,-6.155339234,2.366467223
-6.008679304,-5.204870213,2.011243158
-6.034194586,-5.224575936,1.706031254
-6.042987493,-5.202223356,2.017374811
-6.512098829,-6.040232834,2.155865546
-6.061313903,-5.215606364,1.709166577
-6.081018442,-5.202566202,2.024733121
-6.467008278,-5.9616041,2.134872793
-6.075800462,-5.195714787,1.708748511
-5.992606542,-4.715986358,2.330839546
-6.053659257,-5.147076646,2.33502363
-6.058703422,-5.559291381,2.328198669
-6.074055119,-5.164418213,2.017129712
-6.579849113,-6.02839017,2.166007875
-6.07829896,-5.165651257,1.704986147
-5.986248586,-5.077892625,0.503775026
-6.002526821,-4.694044298,2.329085739
-6.067223034,-5.126622404,2.334177956
-6.081418149,-5.54586373,2.330378053
-6.106902544,-5.16015039,2.022770937
-6.582505334,-5.993781086,2.160818695
-6.109060643,-5.159598809,1.709166579
-5.983673902,-4.649787567,2.31622425
-6.073371118,-5.09996348,2.330512747
-6.129060069,-5.554964687,2.342092748
-6.133849567,-5.148376427,1.71167486
-6.115895064,-5.128395988,1.100286628
-6.110004283,-5.120188029,0.802289343
-6.203947388,-5.197437964,0.519401933
-5.963092562,-4.6045222,2.302778394
-6.138343346,-5.122493087,2.349402652
-6.200406572,-5.585075999,2.362797495
-5.87340175,-5.703112968,2.233797538
-6.070715693,-5.066057546,2.00045114
-6.037516411,-5.430148971,1.970942138
-6.100052473,-5.088191864,1.697879484
-6.117094184,-5.09281857,0.510819937
-5.965051429,-4.576891572,2.29810134
-6.125227861,-5.079751225,2.338407026
-6.179517562,-5.532013518,2.348358628
-5.931133583,-5.723923076,2.249065146
-6.149659249,-5.100012292,2.021299181
-5.846932661,-5.226378464,1.903482912
-6.11337558,-5.067580902,1.697252443
-6.222781403,-5.153325482,1.113806391
-6.221790173,-5.149210607,0.812803603
-6.225725751,-5.151003245,0.518569316
-5.962334071,-4.545813283,2.291670712
-6.231683881,-5.544367798,2.361707686
-5.990440908,-5.745767916,2.264859185
-5.878922732,-5.222614408,1.908672092
-5.957195456,-4.513062588,2.284363182
-6.283263271,-5.555816043,2.374784467
-5.938211761,-5.660795976,2.238535865
-5.904388316,-5.212915113,1.911738512
-6.460473977,-6.144899599,2.07320983
-5.911516633,-5.215354453,1.605015746
-5.961844526,-4.48786342,2.280855566
-6.291605517,-5.528891238,2.371515271
-5.97866167,-5.664447543,2.247222411
-5.935692844,-5.20823544,1.916691776
-6.472217619,-6.11835937,2.070945091
-5.93854111,-5.2068835,1.608008374
-5.964098084,-4.460959426,2.276470813
-6.309262849,-5.510196104,2.371787782
-6.010058859,-5.659305743,2.252487168
-5.986067124,-5.220018995,1.927777762
-5.982561106,-5.213102426,1.61558949
-5.976220873,-4.441500139,2.275886211
-6.340671274,-5.503427566,2.377236364
-6.01821009,-5.215631046,1.932966943
-6.037044909,-5.228080803,1.625963797
-5.991357875,-4.424280416,2.276470814
-6.383025571,-5.505944888,2.386771438
-6.051118939,-5.211729415,1.938391922
-6.075337319,-5.228711104,1.631948938
-6.01107122,-4.410404116,2.278809222
-6.418150134,-5.50199147,2.393582105
-6.080368625,-5.204514663,1.942637678
-6.112945561,-5.228518334,1.637734523
-6.026892278,-4.393631831,2.279686127
-6.034856617,-4.759755513,2.258618104
-6.392519526,-5.446084184,2.37778115
-6.062004815,-5.56946198,2.246169553
-6.064478139,-5.158760908,1.932495114
-6.616284208,-6.065091489,2.087025233
-6.107305726,-5.191334866,1.631948938
-6.051186393,-4.382974824,2.283778579
-6.005632555,-4.706891397,2.242265685
-6.047716931,-5.522215327,2.234587181
-6.13296789,-5.184675243,1.949241994
-6.595260388,-6.008685903,2.074568815
-6.06487304,-5.107718987,0.433591603
-6.066933338,-4.366064895,2.284655481
-6.00566304,-4.677243409,2.236908662
-6.116599111,-5.146579611,2.263360021
-6.064629988,-5.503635133,2.234587179
-6.148845429,-5.165835006,1.949241993
-6.615107776,-5.989731077,2.07502181
-6.124034347,-5.141162943,1.627958767
-6.159742779,-5.162898141,1.029885073
-6.088079179,-4.35299381,2.287578496
-5.996462556,-4.640593417,2.22816871
-6.200267457,-5.184573257,2.288423772
-6.138798366,-5.536693983,2.255645977
-6.075894981,-5.072831259,1.921173331
-5.761735266,-5.184954302,1.80233831
-6.107076467,-5.092356685,1.317239927
-6.173856506,-5.138731124,0.733005182
-6.148300953,-5.113828208,0.437304525
-6.106862437,-4.338172088,2.289624603
-6.009150442,-4.621005015,2.22760485
-6.187364457,-5.546167,2.267228115
-5.830614048,-5.214653012,1.818871445
-6.127175058,-4.324379209,2.292255315
-6.012626431,-4.594392195,2.223657595
-6.14887015,-5.077812459,2.257911441
-6.202909642,-5.525874836,2.266701685
-6.094160835,-5.024945143,1.917163489
-5.808728855,-5.163091959,1.807094401
-6.145613552,-5.048120297,0.434902041
-6.147460646,-4.310502237,2.294886027
-6.019052254,-4.570121951,2.220838293
-6.122024129,-5.024131521,2.242382761
-6.20033126,-5.48955184,2.259594427
-6.155400297,-5.043796195,1.931551692
-5.842791514,-5.16136798,1.812756485
-6.169287526,-4.297634547,2.298101339
-6.012365658,-4.53603254,2.213225828
-6.330854409,-5.570558389,2.30092214
-5.964732955,-5.236595939,1.84559626
-6.197384494,-4.28902769,2.303655297
-6.018576686,-4.511810654,2.210406526
-6.324675566,-5.530787276,2.292498575
-5.995448856,-5.231079101,1.850125856
-6.231002913,-4.284081328,2.31125513
-6.032390534,-4.493324978,2.210406527
-6.335788817,-5.506294923,2.290392626
-6.022507496,-5.222231989,1.853523081
-6.2456963,-4.26602319,2.311839732
-6.046147295,-4.47479672,2.210406527
-6.417631397,-5.542954018,2.313820585
-6.053995563,-5.217083645,1.858279175
-6.291991279,-4.269393919,2.324116617
-6.062939256,-4.458499915,2.211534248
-6.345298297,-5.44657977,2.28170608
-6.084768933,-5.211157055,1.862808772
-6.440661453,-4.34147573,2.374100835
-6.055672538,-4.424595268,2.203921781
-6.056965815,-5.155217812,1.849446364
-5.986340221,-5.074961702,0.930541757
-6.492092771,-4.347235977,2.388131294
-6.080864744,-4.414450783,2.208150851
-5.986488251,-5.063644463,1.823174544
-6.066709974,-5.106122348,0.648442946
-6.097195056,-5.126329081,0.360056122
-6.530879496,-4.34424748,2.397485169
-6.092823427,-4.394651623,2.207586991
-6.091465872,-5.120462779,1.850352353
-6.069903553,-5.082121827,0.938666168
-6.52024031,-4.308374183,2.388715897
-6.114855917,-4.382085921,2.21068834
-6.133700954,-4.756500333,2.197704072
-6.111343248,-5.116857255,2.174833285
-6.066033402,-5.067405817,1.837895818
-6.219368108,-5.188313679,1.569509644
-6.038901929,-5.024731028,0.931483748
-6.079531523,-5.053511295,0.646486842
-6.12392352,-5.08499192,0.359785189
-6.526231947,-4.283627195,2.386085185
-6.132960375,-4.366644243,2.212379921
-6.222193387,-4.794627124,2.224129911
-6.083258682,-5.06167803,2.159302461
-6.194714322,-5.14271669,1.872094578
-6.104504801,-5.060811941,1.536597509
-6.11474819,-5.056172552,0.94078559
-6.156510934,-4.355010902,2.216045131
-6.185689279,-4.736323492,2.20587706
-6.152289718,-5.087254445,2.178255306
-6.110536197,-5.041247259,1.841972536
-6.1737674,-4.338860784,2.217454897
-6.208614465,-4.723732677,2.208873747
-6.118441628,-5.016301058,1.83970768
-6.216942977,-4.340771181,2.228168711
-6.200051835,-4.687255053,2.200700758
-6.238902795,-4.3276925,2.23127006
-6.203632473,-4.660120916,2.196886774
-6.271900602,-4.322141936,2.238318429
-6.195539317,-4.624376391,2.188986298
-6.304923364,-4.316429544,2.245367035
-6.190376933,-4.591017823,2.182175396
-6.337176201,-4.310015532,2.252133592
-6.196686915,-4.566296537,2.179451223
-6.328904718,-4.276050635,2.244521127
-6.209114378,-4.546126991,2.178906201
-6.217585671,-4.523094358,2.176999326
-6.227534341,-4.501179288,2.175637005
-6.227300485,-4.866159197,2.156406869
-6.231154584,-4.474756508,2.172095535
-6.240937142,-4.45282442,2.170733213
-6.252213781,-4.43198699,2.169915913
-6.267354864,-4.413892636,2.170460935
-6.284809239,-4.397402189,2.171823024
-6.313281573,-4.388534288,2.176999327
-6.331465835,-4.372425432,2.178633924
-6.321841591,-4.337194747,2.170733212
-6.256237384,-4.469778341,2.097969279
-9.215361657,-7.482847484,0.441299033
-9.179947542,-7.407474605,0.438512814
-9.19171565,-7.370523772,0.437992704
-9.29243883,-7.404564863,0.441707682
-9.194462212,-7.280486673,0.43598665
-9.226964603,-7.260277368,0.436469597
-9.222429303,-7.211007139,0.435206514
-9.238195979,-7.17777429,0.434909296
-9.148471372,-7.102685255,0.007883617
-9.256218256,-7.146344749,0.434723568
-9.147257975,-7.056870848,0.007863877
-9.274928291,-7.115480175,0.434574973
-9.225983884,-7.033072744,0.431268644
-9.152201673,-6.971525515,0.007831205
-9.189366842,-6.960687376,0.428556752
-9.201454362,-6.964537288,0.007855028
-9.243264569,-6.96153757,0.853620098
-9.20988078,-6.931860987,0.428519589
-9.173227855,-6.899008621,0.007812826
-9.302661958,-6.967220207,2.605810087
-9.385345551,-7.029146101,2.176206152
-9.322417056,-6.982778104,1.720591407
-9.296450117,-6.963327766,1.284787815
-9.282144985,-6.946292471,0.855238662
-9.225501593,-6.899383342,0.428259534
-9.298754521,-6.91557995,3.057472411
-9.340431581,-6.950880719,2.610404411
-9.286973257,-6.911098559,2.148469728
-9.143016042,-6.804713292,1.68361936
-9.227375363,-6.856742766,0.427367967
-9.144733296,-6.790131989,0.007752926
-9.130430414,-6.773580444,-0.408922126
-9.231485681,-6.815936465,0.426587832
-9.130920202,-6.736515818,0.007723657
-9.246712213,-6.783445129,0.426327777
-9.126541998,-6.690143632,0.007702556
-9.161339697,-6.709753266,-0.408454826
-9.624522782,-7.019923492,0.878780708
-9.265865197,-6.753867161,0.426253479
-9.208527356,-7.23786875,0.323069424
-9.134091576,-6.652692484,0.007691666
-9.130974383,-6.644570564,-0.406190207
-9.704701019,-7.039352221,1.771007995
-9.724799705,-7.053930487,1.328874749
-9.733228309,-7.053565541,0.886726127
-9.270355626,-6.713685164,0.425510478
-9.160574233,-7.154821064,0.320615441
-9.079116549,-6.570116679,0.007628362
-9.105965084,-6.583735548,-0.404177239
-9.955053987,-7.173647376,2.277297774
-9.231695347,-6.642605894,0.422798556
-9.142208052,-7.095425382,0.319209219
-9.143886015,-6.574338458,0.0076658
-9.177254199,-6.592500027,-0.406441828
-9.702839129,-7.503230744,2.152593968
-9.661647196,-6.918048234,1.755371551
-9.746886957,-6.979082982,1.326016347
-9.691970073,-6.933364987,0.879074977
-9.235772264,-6.602628679,0.422055584
-9.220134531,-7.110687047,0.321166903
-9.205512361,-6.57589936,0.007700514
-9.231095628,-7.1160576,-0.104564484
-9.116093401,-6.506258386,-0.40284725
-9.760929398,-6.943167218,2.223102372
-9.814219525,-6.981847668,1.779191475
-9.611130821,-6.837370687,1.304687421
-9.6806801,-6.880487872,0.876132236
-9.247022917,-6.567897487,0.421646935
-9.19033317,-7.042844486,0.319374681
-9.113921584,-6.468334519,0.007607261
-9.237007445,-7.075542281,-0.104385067
-9.100142678,-6.452825399,-0.401265611
-9.640481813,-6.813045433,2.646720807
-9.770140546,-6.904676954,2.220365326
-9.824630793,-7.501533911,2.169361231
-9.696642808,-6.853496365,1.754056315
-9.685369563,-7.390119445,1.679449582
-9.83660286,-6.952418855,1.332392971
-9.861858472,-7.517705477,0.795818533
-9.229571026,-6.512993093,0.419938069
-9.178494434,-6.989181056,0.318216622
-9.151702652,-6.453020835,0.007622236
-9.155230983,-6.968437512,-0.103218857
-9.152576322,-6.447898058,-0.402703454
-9.734785384,-7.391388881,3.092408949
-9.849007317,-6.915202972,2.698132438
-9.784035365,-6.869584958,2.218722861
-9.858583648,-7.479691618,2.171781179
-9.744339946,-6.842475939,1.758878807
-9.808268024,-6.887365485,1.325686495
-9.697406424,-6.803203269,0.873851583
-9.707480197,-7.353043519,0.781536604
-9.242963071,-6.480057396,0.419640851
-9.145688377,-6.919974552,0.316341669
-9.156714717,-6.414586131,0.007609984
-9.176566909,-6.940316907,-0.103218857
-9.136290309,-6.394574456,-0.401121815
-9.642943652,-6.722195354,3.101350968
-9.723720285,-6.782793657,2.658096951
-9.761151801,-7.35869427,2.14533412
-9.855345033,-6.875375884,1.775099734
-9.527186834,-7.177360281,1.644352937
-9.695662912,-6.76397713,1.307655852
-9.290618294,-6.994565528,1.170389151
-9.792686329,-6.825312668,0.880546318
-9.245207388,-6.958355684,0.742597426
-9.252960235,-6.444816052,0.419195068
-9.133317828,-6.866653772,0.315183611
-9.145161659,-6.36475631,0.007584118
-9.081104611,-6.824422872,-0.101909105
-9.120584328,-6.341981706,-0.399576147
-9.823295635,-6.80323256,3.152627889
-9.310524516,-6.976312089,2.486725618
-9.8930767,-6.855904744,2.233868401
-9.276800141,-6.949020538,2.034186717
-9.763375038,-6.766778062,1.754786948
-9.343760881,-6.994342788,1.608983183
-9.321594412,-6.973181777,1.171590782
-9.265712345,-6.929361314,0.74253341
-9.238175424,-6.392515709,0.417634797
-9.150336838,-6.83560976,0.315045745
-9.135034547,-6.316195209,0.007559614
-9.14446454,-6.828239186,-0.102384563
-9.06517518,-6.262281573,-0.396305045
-9.297819903,-6.925634017,2.9332264
-9.278545542,-6.908003807,2.472512058
-9.250669117,-6.885241982,2.02381527
-9.584598484,-6.593271116,0.858181403
-9.248685125,-6.35791636,0.417226147
-9.13193465,-6.77831099,0.313694686
-9.140773713,-7.31611998,0.21151978
-9.164261018,-6.294934309,0.007567782
-9.197492546,-6.823985391,-0.102743398
-9.171685841,-6.294381948,-0.400115331
-9.70285483,-6.636325116,2.181680244
-9.692849443,-6.630226073,1.734766582
-9.728793729,-6.654813234,1.303807895
-9.673122219,-6.61053873,0.864287601
-9.252468763,-6.318803604,0.416520309
-9.143837551,-6.743735783,0.313391388
-9.133969835,-6.232969007,0.007526941
-9.115359329,-6.719785941,-0.101595122
-9.128199948,-6.22342956,-0.397383442
-9.722309498,-6.601725826,3.100585644
-9.850613298,-6.693119486,2.670129459
-9.697958434,-6.589396253,2.176023524
-9.680415528,-6.578217363,1.728921155
-9.763140139,-6.634431575,1.305676977
-9.650451552,-6.55170202,0.860462055
-9.267675733,-6.287582809,0.416334551
-9.180610554,-6.72746862,0.31394285
-9.12666157,-7.213397523,0.210165041
-9.16546552,-6.213334286,0.007537151
-9.109311385,-6.672289468,-0.101299088
-9.139803266,-6.190351709,-0.397059937
-9.761755838,-6.584844271,3.106708469
-9.803164158,-6.617009954,2.65175263
-9.721870128,-6.562878224,1.732720594
-9.677177881,-6.532708484,1.291494409
-9.680428685,-6.528755729,0.86134486
-9.755696737,-7.110806077,0.774747873
-9.264548521,-6.244040866,0.415331525
-9.134941455,-6.651024014,0.311681897
-9.1204421,-7.163131235,0.209514769
-9.200243967,-6.195798918,0.007550084
-9.138632544,-6.650783362,-0.101397764
-9.110662014,-6.129925182,-0.394975057
-9.144777212,-6.648909584,-0.512036947
-9.817745998,-6.583098898,2.650221268
-9.770056333,-6.55112196,2.183140081
-9.725128078,-7.054590221,2.108515378
-9.777248123,-6.556686181,1.302158754
-9.587001794,-6.944949417,1.19141767
-9.732725828,-6.520674667,0.864214049
-9.241311397,-6.187234099,0.413436901
-9.167451906,-6.631755396,0.312095464
-9.097447655,-7.100052728,0.208485173
-9.136093223,-6.111940107,0.007482017
-9.135494635,-6.605723283,-0.101137612
-9.147704072,-6.114162391,-0.395765861
-9.0817242,-6.560569605,-0.507377174
-9.572581695,-6.372124072,3.034002487
-9.683594895,-6.450169073,2.608654181
-9.703892447,-6.995908511,2.556956818
-9.747557606,-6.492773748,2.173651497
-9.788302363,-6.520653287,1.737396937
-9.742621289,-7.016854567,1.655141379
-9.690609177,-6.455573579,1.287976186
-9.689403322,-7.526245857,1.119591311
-9.710343809,-6.462604217,0.860462055
-9.680066638,-6.965132365,0.765333319
-9.767474635,-7.581423068,0.676132111
-9.249433211,-6.151658815,0.412953955
-9.162591865,-6.585513404,0.311240733
-9.08126261,-7.042698082,0.207618134
-9.152303112,-6.082221696,0.007479975
-9.130542077,-6.559578744,-0.100859512
-9.177241886,-6.093254833,-0.396233161
-9.128591868,-6.551898513,-0.508870092
-9.813882328,-6.489387671,3.104157391
-9.8453044,-7.055435599,3.064447695
-9.7228687,-6.433352253,2.613904872
-9.701834249,-6.41943407,2.159053367
-9.835498915,-7.042954108,2.123035309
-9.797535794,-6.483495452,1.735497216
-9.735099875,-6.966178051,1.650225186
-9.765904342,-6.462563125,1.295342366
-9.751644179,-6.973385475,1.206538295
-9.841601806,-6.506482801,0.870320247
-9.654303456,-6.901740503,0.761618699
-9.255756615,-6.114990448,0.412396711
-9.182752616,-6.557372019,0.311240733
-9.112330374,-7.022127528,0.207834901
-9.173423694,-6.05576706,0.007482017
-9.154693935,-6.534440196,-0.100904372
-9.151677573,-6.035909116,-0.394328018
-9.121808877,-6.504721251,-0.507377174
-9.645779599,-6.867757424,2.995770987
-9.810375358,-6.981595533,2.573678306
-9.705871918,-6.379378388,2.155586284
-9.76075267,-6.944228648,2.102292416
-9.717355786,-6.387655002,1.717814903
-9.642585279,-6.855343623,1.630969787
-9.75436643,-7.481196507,1.121772364
-9.789827033,-6.429178292,0.863993332
-9.716112562,-6.900982502,0.764820958
-9.267789892,-6.082179041,0.412099522
-9.130267419,-6.477689651,0.30878675
-9.117160815,-6.981372842,0.207455562
-9.154328054,-6.002918359,0.007451386
-9.16980326,-6.502852753,-0.100850541
-9.144425157,-6.996681968,-0.210226072
-9.17098863,-6.008351714,-0.39436396
-9.114007558,-6.457070353,-0.505838957
-9.536773318,-7.290870108,2.913720485
-9.752356078,-6.367171504,2.61127941
-9.72874368,-6.878636271,2.546714595
-9.884159144,-6.98645134,2.12424552
-9.57786985,-6.253967321,1.689756971
-9.829445949,-6.942891425,1.658965136
-9.837292917,-7.502678487,1.585308689
