x,y,z
-6.051304863,-3.649133489,-0.512602875
-5.471982986,-3.578084703,-0.536946051
-6.307331238,-3.791109751,0.542865024
-5.838458377,-4.115766607,0.390620111
-5.390259002,-4.097892423,0.306052198
-6.103705379,-3.666107779,0.264690262
-5.644356003,-3.675238112,0.185784907
-5.31825312,-3.745718749,0.117519015
-5.230399378,-3.975496529,0.056989347
-6.052673108,-3.632438103,0.004804908
-5.65794035,-3.682396322,-0.060562357
-5.329484245,-3.750568363,-0.118986939
-5.137037899,-3.899586119,-0.17992529
-6.130850331,-3.675863185,-0.257122
-5.52757907,-3.593982524,-0.29859021
-5.331384952,-3.748289526,-0.358318592
-5.537262393,-3.596567306,-0.54226642
-6.352329613,-3.791676084,0.545734213
-5.809346503,-4.068621948,0.387835442
-5.402008603,-4.0807341,0.306007048
-6.165559594,-3.677567374,0.266882074
-5.669034628,-3.666590079,0.18622607
-5.344465606,-3.73970286,0.117844159
-6.068083839,-3.616411262,0.004808312
-5.674250001,-3.668277961,-0.060616184
-5.351618489,-3.74164792,-0.119224256
-5.153765764,-3.887419284,-0.1800926
-6.15841405,-3.666750567,-0.25780498
-5.552845575,-3.586220849,-0.299359289
-5.306023403,-3.706185836,-0.355848188
-5.551620582,-3.581723579,-0.542593829
-6.366505965,-3.773695128,0.545954928
-5.834915654,-4.059904497,0.388709067
-5.408910363,-4.059943615,0.305690964
-6.195729188,-3.669838578,0.267699373
-5.698759375,-3.661067049,0.186832667
-5.37233245,-3.734702956,0.118205422
-6.095501116,-3.607454725,0.004821245
-5.706512948,-3.664359911,-0.060840454
-5.361430034,-3.724070828,-0.11918774
-5.167267524,-3.872788525,-0.180148375
-6.188559627,-3.659029124,-0.258595785
-5.59577341,-3.589665131,-0.301078465
-5.347720623,-3.710951989,-0.357879395
-5.576848027,-3.573815971,-0.543985299
-7.770319559,-4.96554769,0.928060149
-6.380632027,-3.755662682,0.546175644
-5.80873912,-4.015298697,0.386142789
-6.224185771,-3.660945821,0.268442345
-5.720919335,-3.650556588,0.187191114
-5.378829082,-3.714794124,0.118097039
-6.122058912,-3.597857092,0.004833497
-5.700023577,-3.635543375,-0.060652066
-5.369538524,-3.705333205,-0.119114724
-5.179124846,-3.856917407,-0.180148375
-6.171316911,-3.623328309,-0.257409563
-5.654781853,-3.603078701,-0.3036572
-5.364013114,-3.697928393,-0.3582088
-6.584344646,-3.852274205,0.843808572
-7.671271026,-4.869170283,0.914441621
-6.374043116,-3.725501638,0.544630692
-5.827615794,-4.001980897,0.386579602
-5.382352068,-3.988612906,0.302801123
-6.257823924,-3.654936742,0.269408238
-5.770086635,-3.65706878,0.188431875
-5.414933698,-3.715244412,0.118638935
-5.16469837,-3.826481829,0.055757614
-6.1848895,-3.60929918,0.004874338
-5.705237454,-3.614292862,-0.060589269
-5.367686571,-3.679796921,-0.118822639
-5.191737175,-3.841604323,-0.18017627
-6.186720641,-3.60689481,-0.257589301
-5.766261216,-3.649285833,-0.309040871
-5.413228081,-3.707408019,-0.3607341
-6.677778437,-3.879488112,0.854253094
-7.973184597,-5.02655302,0.948587989
-6.370779451,-3.697418647,0.543380008
-6.295677877,-3.967770572,0.477580781
-5.83079282,-3.977893564,0.385978966
-5.42995909,-3.998143207,0.304787894
-6.313094539,-3.661289183,0.271302861
-5.800736201,-3.651597381,0.189066053
-5.413913887,-3.690167074,0.118367987
-5.185271836,-3.817139782,0.05585303
-6.248712652,-3.620890752,0.004915859
-5.754384963,-3.620736614,-0.06099296
-5.38804066,-3.669502581,-0.119023447
-5.196250135,-3.820329222,-0.17992529
-6.262623821,-3.625448289,-0.260285249
-5.785887678,-3.636894483,-0.309493271
-5.403112795,-3.676179421,-0.359306748
-6.694814593,-3.861962521,0.854912739
-7.837617959,-4.907550237,0.930663681
-6.428753383,-3.704745101,0.547352717
-6.319664088,-3.955849925,0.478477414
-5.828091127,-3.94990269,0.384996145
-5.448649462,-3.986184242,0.305149128
-6.34161724,-3.651877381,0.272045862
-5.814454475,-3.635373577,0.189148769
-5.435144468,-3.680267298,0.118584746
-5.245384819,-3.836634109,0.056373479
-6.313531705,-3.632622988,0.004958061
-5.810409657,-3.631152219,-0.061468419
-5.416663792,-3.6647208,-0.119406802
-5.203103118,-3.800831651,-0.179757965
-6.372488568,-3.662992986,-0.264383098
-5.83006625,-3.639758856,-0.311257657
-5.440010526,-3.676919019,-0.361008579
-6.717843901,-3.847827228,0.856341999
-7.857706461,-4.886634084,0.931264495
-6.315667833,-3.926432002,0.477260555
-5.855090878,-3.942041337,0.385978966
-5.459237126,-3.968274705,0.305058827
-6.370141638,-3.642324903,0.272788835
-5.88927109,-3.657068137,0.191216723
-5.476276058,-3.683664686,0.119235018
-5.267646659,-3.828165864,0.056486243
-6.348090469,-3.626629739,0.004976439
-5.967655204,-3.704010874,-0.063011404
-5.476840886,-3.680991214,-0.120483858
-5.213930248,-3.784263648,-0.17973007
-6.427093402,-3.668193568,-0.266180416
-6.030535592,-3.739249788,-0.321346399
-5.447120928,-3.657428879,-0.3607341
-6.756400722,-3.842431149,0.859750193
-8.091064911,-4.997399165,0.957099533
-6.411476613,-3.64256805,0.543968544
-5.867987436,-3.924614936,0.386033593
-6.393452572,-3.629671536,0.273308945
-5.944705952,-3.666268874,0.192650512
-5.280176917,-3.81257212,0.056494919
-6.398328386,-3.629339234,0.00500707
-6.116889179,-3.770690939,-0.064464685
-6.450489516,-3.655356101,-0.266683658
-6.035173882,-3.716540017,-0.320984479
-6.798449685,-3.838789337,0.863598208
-8.073281109,-4.952263063,0.953194236
-6.403511926,-3.612101295,0.54235004
-6.319223612,-3.875085215,0.4757235
-5.880832232,-3.907146171,0.386088191
-5.48429494,-3.935284816,0.305103977
-6.4472146,-3.634083676,0.27512927
-5.98576108,-3.666287427,0.193615556
-5.53376249,-3.673217472,0.119993674
-5.25934879,-3.773039355,0.056147953
-6.421631478,-3.616562467,0.005016599
-6.123311625,-3.748773974,-0.064410862
-5.521821127,-3.662237455,-0.120976744
-5.217550138,-3.738227868,-0.179060799
-6.512189282,-3.663971037,-0.26876851
-6.042286727,-3.695400971,-0.32075828
-5.462801036,-3.619525256,-0.360294903
-6.836204524,-3.832495563,0.866896491
-8.101182358,-4.935235826,0.954696273
-6.399771336,-3.58415436,0.541099356
-6.380517113,-3.885786298,0.479438091
-5.9069586,-3.89843577,0.387016414
-5.509357561,-3.927719403,0.305826445
-6.468798024,-3.620143047,0.275575054
-6.026871774,-3.66608856,0.1945806
-5.539162475,-3.652370038,0.11986723
-5.287999864,-3.769074459,0.056330109
-6.438806534,-3.600260423,0.005021364
-6.120258616,-3.721139033,-0.064258356
-5.545554695,-3.653530629,-0.121250575
-5.285185355,-3.762201849,-0.180984986
-6.589706487,-3.681013811,-0.271500428
-6.040788143,-3.669067044,-0.320079651
-5.479718252,-3.606591111,-0.360679204
-6.874853223,-3.826489299,0.870304685
-6.41248047,-3.565472349,0.541246519
-6.265175118,-3.789240767,0.469895418
-5.920561059,-3.881389844,0.38712561
-5.490404017,-3.888856887,0.304110606
-6.527044781,-3.626488475,0.277581137
-6.036379383,-3.64654729,0.194525451
-5.591325152,-3.662202368,0.120752329
-5.301170142,-3.753989106,0.056347458
-6.494411606,-3.605242694,0.005056079
-6.107677698,-3.687872429,-0.064007174
-5.556737653,-3.636499725,-0.121250575
-5.324450868,-3.76559373,-0.181933132
-6.622817555,-3.672896484,-0.272399058
-6.105906823,-3.68302325,-0.322929826
-5.501621506,-3.596865656,-0.36139288
-6.919618586,-3.823646815,0.874482494
-8.185042701,-4.917717859,0.961004829
-6.443470388,-3.55686754,0.542938576
-6.264794045,-3.762807956,0.468998814
-5.924910718,-3.858303642,0.386634199
-5.531720026,-3.892690946,0.305736144
-6.575765566,-3.62720123,0.279178571
-6.078397527,-3.646523694,0.195518062
-5.627676609,-3.661388656,0.121294225
-5.317569281,-3.741160011,0.056399504
-6.563244422,-3.617157668,0.005101004
-6.109529465,-3.663460228,-0.063908491
-5.595531146,-3.637417498,-0.121852992
-5.35070083,-3.759585107,-0.182435093
-6.649812515,-3.661236701,-0.273046096
-6.173738958,-3.698154162,-0.325915721
-5.493370753,-3.56746215,-0.360130216
-6.98621669,-3.832516845,0.881408911
-8.23597879,-4.913995131,0.965210592
-6.442983134,-3.530851944,0.541982219
-6.278879989,-3.74510366,0.46919095
-5.961871977,-3.856377616,0.388272254
-5.559192224,-3.886577084,0.306594064
-6.638576216,-3.635328536,0.281370383
-6.105873345,-3.637578966,0.196041942
-5.653998505,-3.653874241,0.12161936
-5.343774776,-3.735140011,0.056555638
-6.592733688,-3.607084694,0.005115298
-6.112148243,-3.639583049,-0.063818786
-5.615063984,-3.625657183,-0.122035546
-5.3646691,-3.744868341,-0.182518748
-6.673290605,-3.647528394,-0.273549338
-6.218539165,-3.699113953,-0.327680137
-5.659517223,-3.650722914,-0.37028634
-5.307743677,-3.702513867,-0.417701361
-6.969136349,-3.79537801,0.877780776
-8.231327366,-4.877038998,0.962907468
-7.3859027,-5.135750104,0.735651814
-6.462545732,-3.515834321,0.542717861
-6.284329718,-3.722262875,0.468742634
-5.965274618,-3.832671155,0.387726246
-5.554680293,-3.858105853,0.305690964
-6.665501339,-3.623535691,0.282039088
-6.165183075,-3.647331978,0.197586015
-5.676120175,-3.643532232,0.12185418
-5.387241504,-3.74097189,0.056893932
-6.618707991,-3.594955328,0.005126869
-6.117260663,-3.617251543,-0.063755985
-5.640468349,-3.617589545,-0.122345877
-5.363811752,-3.719847216,-0.182100443
-6.738030652,-3.656111233,-0.275742044
-6.213516345,-3.67036489,-0.326820549
-5.699275376,-3.651657551,-0.37215286
-5.343683945,-3.703265001,-0.419633683
-7.031459687,-3.801395514,0.88415746
-7.403264376,-5.114199246,0.735814832
-6.513666652,-3.517790624,0.546102034
-6.331847706,-3.724214531,0.471432502
-5.970271085,-3.810054783,0.387289433
-5.544290592,-3.825727273,0.304471811
-6.675707406,-3.602594448,0.282001924
-6.205648458,-3.645615634,0.198523492
-5.70160378,-3.635238766,0.122161256
-5.414332417,-3.73521529,0.057058739
-6.70892447,-3.617345827,0.00518813
-6.121431113,-3.594416266,-0.063684221
-5.684427637,-3.621218292,-0.123057825
-5.362028119,-3.694299747,-0.181654257
-6.783529177,-3.653904869,-0.277143945
-6.20492895,-3.639659607,-0.325780001
-5.702870427,-3.629330217,-0.371658767
-5.392008353,-3.712318914,-0.422532168
-7.068486617,-3.793435445,0.887345772
-6.524858363,-3.812065049,0.760532653
-6.49981784,-3.484596592,0.544042156
-6.345829045,-3.706281122,0.471624638
-6.027473347,-3.820587223,0.390237896
-5.583192236,-3.827339157,0.305961897
-6.76424571,-3.623622932,0.28527109
-6.263429971,-3.653759088,0.200012416
-5.716108447,-3.619869078,0.122233504
-5.43071521,-3.721978625,0.057110784
-6.734978985,-3.60476838,0.005199702
-6.176485599,-3.601306772,-0.064141732
-5.711563396,-3.613919162,-0.123404679
-5.395608844,-3.693076306,-0.182407198
-6.85815988,-3.667003741,-0.279732068
-6.205707378,-3.614572652,-0.325237122
-5.740986821,-3.628889268,-0.373415495
-5.406666838,-3.698012652,-0.422789809
-7.164305466,-3.816594434,0.897900265
-6.635495968,-3.849446389,0.772048271
-6.344220933,-3.67928518,0.47066396
-6.074656066,-3.824420381,0.392531185
-5.571788722,-3.794447665,0.304697593
-6.791212705,-3.611298755,0.285939765
-6.293639595,-3.645548928,0.200619013
-5.782199029,-3.636917199,0.123407619
-5.442935421,-3.705862669,0.057119461
-6.786628978,-3.605671072,0.005231013
-6.273178248,-3.631942336,-0.065029848
-5.774263335,-3.628831869,-0.124518243
-5.427579496,-3.690557149,-0.183104378
-6.902921317,-3.663749431,-0.281097999
-6.314485869,-3.652032668,-0.330349353
-5.796066456,-3.638866296,-0.376270199
-5.410558069,-3.676360083,-0.422210094
-7.199704566,-3.807141754,0.900868695
-6.649860889,-3.830560697,0.772348678
-8.045163961,-5.034500946,0.866047517
-6.35288416,-3.658310011,0.470471824
-6.04572294,-3.780355043,0.389910309
-5.61484547,-3.798607212,0.306413432
-6.814632798,-3.596977058,0.286459875
-6.313459679,-3.631206878,0.200894744
-5.806049705,-3.62710656,0.123678567
-5.45593548,-3.690267014,0.057136809
-6.825079933,-3.599293602,0.005252114
-6.328504584,-3.638096126,-0.065487366
-5.847285613,-3.649746556,-0.125850869
-5.473666653,-3.697388603,-0.18427561
-6.945074745,-3.658857137,-0.282356133
-6.349916585,-3.646572557,-0.3316161
-5.88345777,-3.668615413,-0.381211008
-5.425947013,-3.662535107,-0.422532167
-7.194629061,-3.776258762,0.89877979
-6.687492387,-3.824960869,0.775352753
-7.907479813,-4.914645783,0.84959896
-7.3247697,-3.840490227,0.610106991
-6.362345402,-3.637811906,0.470343734
-6.057292604,-3.761789319,0.389910309
-5.640568446,-3.790836135,0.307181051
-6.831832371,-3.579299558,0.286719901
-6.336723274,-3.618760482,0.201280759
-5.852832681,-3.631416286,0.124437215
-5.475531365,-3.679088139,0.057223549
-6.875958517,-3.599206745,0.005282745
-6.343978574,-3.621141895,-0.065532219
-5.853356383,-3.628629272,-0.125741331
-5.48664436,-3.681692198,-0.184331385
-6.987262802,-3.65374067,-0.283614238
-6.398390022,-3.648351771,-0.333561447
-5.903174215,-3.655805173,-0.381759996
-5.438816081,-3.646982868,-0.422660974
-7.402752981,-3.856575328,0.923296969
-6.741589818,-3.828501509,0.780259465
-8.142002588,-5.025842815,0.873135821
-6.371740157,-3.617289943,0.470215644
-6.05605705,-3.735325291,0.389091281
-5.672942565,-3.787380263,0.308309902
-6.964245159,-3.6214858,0.291809392
-6.393882158,-3.625434523,0.202742115
-5.892036098,-3.630752394,0.125033306
-5.491783405,-3.665602883,0.057275595
-6.935774277,-3.60345142,0.005320182
-6.388986226,-3.620890531,-0.065882083
-5.968332711,-3.674606109,-0.127968458
-5.496250093,-3.663733035,-0.18427561
-6.992230201,-3.629064278,-0.283362617
-6.439979629,-3.645930278,-0.335144875
-5.995159391,-3.687372286,-0.386975283
-5.448317946,-3.629173108,-0.422532168
-7.353630223,-3.802346022,0.915710966
-8.221908304,-5.040397125,0.88004239
-7.197230017,-4.778598102,0.706473493
-6.373244959,-3.592334567,0.469511147
-6.054716837,-3.708904446,0.388272254
-5.670382382,-3.760571838,0.307542284
-7.004627715,-3.615227239,0.29303534
-6.430235955,-3.620022395,0.203541727
-5.909969963,-3.616833888,0.125177803
-5.493002424,-3.642106016,0.057171503
-6.979682097,-3.599113435,0.005345367
-6.412265632,-3.608137441,-0.066007677
